block_timestamp,transaction_hash,block_number,transaction_index,log_index,gas_price_eth,trx_initiator,wallet,token_name,token0_in,token1_in,token0_out,token1_out,value
19:11.0,0x10300280decc8a7bd0c071faa9c8635acd693955d6e7cb02928a7342d1334a27,16162618,113,132,0.005340192,0x9a2a399c33d07f69724119fa23f9fb84152cac6a,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,190.882742,,,157.6733193,348.5560613
07:47.0,0xf3a4698cc82027af1e89f1f51c166a081173c17e69872cd3f1bf8fde456e0162,16555614,90,199,0.004600014,0xfb3ce81f610bfc633db2bdb54d2bfdc0b5047dce,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,Swap,250,,,219.2632577,469.2632577
16:11.0,0x4f3b6babb725717ffd2bb2c84a1d46ec15af5c23626340f5b68db0fd1145ed40,16187352,123,361,0.007149808,0x97ec0a17432d71a3234ef7173c6b48a2c0940896,0x9008d19f58aabd9ed0d60971565aa8510560ab41,Swap,814.536162,,,701.8637112,1516.399873
55:11.0,0x742155b24e7b9b55ca17eb7f9f5d3e6bfe95e6e12519d4825752d792f6d7dd2f,16188140,74,297,0.003382619,0x5f4f120d8435ea38f0f4635a910fee03801be88d,0xc36442b4a4522e871399cd717abdd847ab11fe88,Collect,,,83.222617,45.92484196,129.147459
55:11.0,0x742155b24e7b9b55ca17eb7f9f5d3e6bfe95e6e12519d4825752d792f6d7dd2f,16188140,74,293,0.003382619,0x5f4f120d8435ea38f0f4635a910fee03801be88d,0xc36442b4a4522e871399cd717abdd847ab11fe88,Burn (Remove),,,83.083681,45.76767457,128.8513556
35:11.0,0x3cd2e6564b2f285946ca5c74176d4206ba5d636204e91daeacc2d2589aa85e66,16390160,166,228,0.002172897,0x06f99c6473f07649aba102162672b85f3ee7baf8,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,,3773.022308,4399.440911,,8172.463219
33:59.0,0x56282383b19bcded5847938f2068cfd679bd6319ca585418d4d06e390dc8644d,16390154,45,90,0.004539604,0x06f99c6473f07649aba102162672b85f3ee7baf8,0xc36442b4a4522e871399cd717abdd847ab11fe88,Burn (Remove),,,4499.688866,3771.737883,8271.426749
33:59.0,0x56282383b19bcded5847938f2068cfd679bd6319ca585418d4d06e390dc8644d,16390154,45,94,0.004539604,0x06f99c6473f07649aba102162672b85f3ee7baf8,0xc36442b4a4522e871399cd717abdd847ab11fe88,Collect,,,4501.305289,3773.022308,8274.327597
21:59.0,0x4a37ee249232e382f2390ac32d80658100a8c6df6b98271098289950a58eef34,16360847,237,104,0.007527685,0x18ac6951ef84d343c5303ce2bba09bbafd696145,0xc36442b4a4522e871399cd717abdd847ab11fe88,Increase liquidity,13.87951,5.330080523,,,19.20959052
12:59.0,0xb694ff49154bf907069c31fc6df613c13a02975b51062186ac665cc9711b42c2,16356920,4,41,0.014954652,0xa21740833858985e4d801533a808786d3647fb83,0x9008d19f58aabd9ed0d60971565aa8510560ab41,Swap,2895.704969,,,2468.009195,5363.714164
49:11.0,0x48832cc7a8ddfbaf2ba4cdd3c8d20589d88fdcac615b0bec3568f25212645a84,16489599,107,128,0.002788476,0xf08f59b44c8bff72ea4cae15be3377791aadc342,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,Swap,1146.291092,,,1000,2146.291092
52:59.0,0x4cdfe17ef52de0af445e9278531b89fb1188917846b7d639c5a0642c495fa184,16489916,3,29,0.002625187,0x197dfea49c88554dbdaacbc0dbf7af425e150e79,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,Swap,3000,,,2616.41095,5616.41095
55:23.0,0x82f72ff7a70928cce1e12b8cb51be24ce9941b1d7180cf52c0794a8c1846b679,16321611,86,190,0.005133517,0x84892077affe5f7a8505ddcfd2cdb242e2a6040a,0xc36442b4a4522e871399cd717abdd847ab11fe88,Collect,,,6312.617242,5789.046561,12101.6638
55:23.0,0x82f72ff7a70928cce1e12b8cb51be24ce9941b1d7180cf52c0794a8c1846b679,16321611,86,186,0.005133517,0x84892077affe5f7a8505ddcfd2cdb242e2a6040a,0xc36442b4a4522e871399cd717abdd847ab11fe88,Burn (Remove),,,6304.875052,5783.948091,12088.82314
05:59.0,0x0e3cf12b10ab9477b3ac408441bc9918851114e31ed94206338bc0185832629c,16285232,140,330,0.002874011,0x6113afbe9853a868ae2957a8837e95576ebcda28,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,23.761751,,,20.42882253,44.19057353
20:47.0,0x9f095628f9d9a69a11cd2af310c7a7ff68208ad49977e201a93446f826fcb18b,16146807,313,359,0.002462048,0x2951b1f7058bd2c05f01954002c450bac0873847,0x1111111254eeb25477b68fb85ed929f73a960582,Swap,7.276464,,,6.021545316,13.29800932
12:11.0,0x453523be815b48f2453b687e47a863bedc8b40ec17db2dd67df05ba15784f59d,16148255,492,469,0.023386476,0xdc54512c681cd523d3bbdf2f2f53afd0085512cf,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,612.307403,,,483.8515266,1096.15893
41:59.0,0xd3876254636995eab300bfe07846fc91e7f0795438568def074342704a4aef1d,16143640,47,82,0.00221898,0x970048ba62de979f81eb93da355bc64f94c33410,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,,199.9999999,235.787739,,435.7877389
56:11.0,0xe454890deb764fcbb54f3a61e80500e1561f9e63a933007070127fd88e9059f4,16146685,304,221,0.003722726,0xed4cf407b4a4913f0507ff6ec2fc5c38161cfab9,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,641.324273,,,530.9493369,1172.27361
51:59.0,0x81dd6b6ed4ffc92202eb657602fcc233677f18e9ece1af7c5950c118b281a949,16143989,55,114,0.002952374,0xc237960530b4d4ee9bfe3721df1b0f51140d00ea,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,7.001552,,,5.858408397,12.8599604
34:35.0,0x6945f21154ee64b6f558094cb96271e2d55e14bb45c96ed075ea92097b01189b,16143902,100,289,0.002657285,0xb9832812f6f1509572e7b827cab10dce3f095522,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,1.190118,,,1,2.190118
36:35.0,0x147770709570d46194878d9786960da53f1174b5679de75a877be38e362338db,16587359,122,484,0.005842602,0x38378c537aac75821f20a953f349c09fde8ca33e,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,Swap,31.340694,,,27.48825078,58.82894478
02:35.0,0x3c9bd178ecea3e87e784d64b09b77fff6e28e5b437b53d201ea11a3dc1d6ddbd,16175359,64,152,0.003106107,0xf9879bb3230f86ffcebca652c5fb6ec4504309be,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,23.513695,,,20,43.513695
50:11.0,0x3b1ee3ad63f57255e5e926f0959f3e0e4475464b9977147b46f7121004b4b2f4,16262464,107,243,0.00241402,0x066dfce37461c5bd485c8c54210df2905459eaa6,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,120.67095,,,105.3918061,226.0627561
06:23.0,0x464c830cbd99d645f3ad4f938315ee24d22bee3e0efc6b04381efe2b895e9eb2,16539221,68,184,0.002685676,0x995b541b832f54743f6a207ec548c7370e538c87,0xdef1c0ded9bec7f1a1670819833240f027b25eff,Swap,,2500,2846.336482,,5346.336482
39:35.0,0x9b9261342b02854a233cab7eab9c114dd8f81f39f6c21604854ed53f154c7f72,16142135,0,2,0.003156108,0x607bd5bbc7c6a2111273b28d4309e5c04b024f00,0x46c4128981525aa446e02ffb2ff762f1d6a49170,Swap,1674.259198,,,1374.168622,3048.42782
41:59.0,0xc7d9bdcdc99c3b709794cf34c248875f2f57a918a5c34a2f2885c32ebacde747,16142147,10,52,0.004471713,0x3f4c1aaad12df27dcda08b54c74512d5145cad69,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,1025.509773,,,790.0215201,1815.531293
44:11.0,0xa9b654fd10f803877a2658959bea7210f793827691b530d80896928e8f05fb24,16142158,5,123,0.003964863,0x6896a89c599e62efcec31d5e22848a680daa5b78,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,642.309237,,,173.5997625,815.9089995
44:11.0,0x5314d9e4c319db3d1d2f372111359e88ee91fae9ed82af260f8cc13d919606a1,16142158,22,198,0.01206832,0x19dc7cfae2bff62b2483d91b3428726493b84912,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,1283.681762,,,355.2672655,1638.949028
36:23.0,0x5c148bb4682638ad7f51151e381628381f1da9429806c9bc982c0e1673432439,16437909,41,178,0.003625787,0x9feca953e467b26e17f081ef5be1b257b5b7c857,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,Swap,,100,116.231895,,216.231895
30:23.0,0x327dd345845c3219dbcd90cdb9a889ed9fef9e473df3cd7fd993170af8c275f4,16250723,106,204,0.004328759,0xa29fddec9c36bdd680d3f5867735ff8949a7f15d,0xdef1c0ded9bec7f1a1670819833240f027b25eff,Swap,,376.1991109,428.037639,,804.2367499
51:35.0,0xde9df9c6aae69a365d15cb6ec6008e001cf71568818d37e5ce5529fb4fbeb956,16334734,134,1021,0.005328452,0x92891f12c9448fec7750aff2eb697a62b87659f8,0xc36442b4a4522e871399cd717abdd847ab11fe88,Burn (Remove),,,346.822158,0,346.822158
23:35.0,0x08bbe958cd441b12dacf7a9772b3423e05adab6564e75868e8e8cd62f29ee429,16142354,89,163,0.002501747,0x467a54491b885ac859662135fe0e2e7e99060339,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,10,,,8.667973009,18.66797301
43:35.0,0x5c1406d9fd604d6b636095f06fa05fa7b92def1293f5d7329b1223c44f4d75b1,16142155,1,9,0.025212922,0x9dda370f43567b9c757a3f946705567bce482c42,0xe592427a0aece92de3edee1f18e0157c05861564,Swap,2564.974066,,,783.7588276,3348.732894
44:11.0,0x21601e720775e32c7aede873479439f8f1305cb5fbe083eec730c417bcb1f940,16142158,20,191,0.020472304,0x601103f3d539f908036e2491b4e5d4e86d3aa07d,0xe592427a0aece92de3edee1f18e0157c05861564,Swap,133.040121,,,37.86344745,170.9035684
44:11.0,0xe5e35e39faa9b2fdfbb9075d50dd23cc6c3d5a709e1e40766091220b1a31dfac,16142158,6,129,0.037646097,0xe81776157f160a817c8213ab43dd1176f35d9a7e,0x76b5a83c8c8097e7723eda897537b6345789b229,Swap,,508.3722136,1826.108052,,2334.480266
44:59.0,0xf2bc59b5e6e1f42b1b18314dcdee1986b549dd78517787670516aecb2f4508ae,16142162,117,318,0.005020694,0xfe2321d7dfa492dfc39330e8b85e7c49161e7f98,0xc36442b4a4522e871399cd717abdd847ab11fe88,Burn (Remove),,,51837.47151,13708.02467,65545.49619
44:59.0,0xf2bc59b5e6e1f42b1b18314dcdee1986b549dd78517787670516aecb2f4508ae,16142162,117,322,0.005020694,0xfe2321d7dfa492dfc39330e8b85e7c49161e7f98,0xc36442b4a4522e871399cd717abdd847ab11fe88,Collect,,,51952.85404,13726.95493,65679.80897
44:59.0,0x542c567c64b3746311d157cbf8716e3aca6a356e321631cb63d465b2635c8efd,16142162,3,41,0.014755428,0x4e27eacc66030fa6fa2cd1016c45ae9adcb6097c,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,1923.501281,,,455.3087119,2378.809993
12:11.0,0x00b37557d6d0da2696266cb8075f5605d27339ff39c06437a39c0569bcc33732,16142297,83,197,0.007850938,0xfe2321d7dfa492dfc39330e8b85e7c49161e7f98,0xc36442b4a4522e871399cd717abdd847ab11fe88,Increase liquidity,146966.592,89276.02444,,,236242.6165
03:11.0,0xebbd68920c286792b5334b02d9f2f4df1fca494e7e32a460cc35cdb842305d28,16142552,130,265,0.003738695,0xc5cd8b9249f48abd5386bb86f812bbac0b9e95e8,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,3000.400187,,,2518.917961,5519.318148
51:11.0,0x5e0b8941ea309c9ef85ede88a8fe4f459f31bfaaa3675e9d0934eb169bab802f,16615474,65,310,0.008029262,0x61d7ece32854caf46c6304fd536704eacd4da256,0xdd92062adf9f6edf528babe7f04804fe86424a74,Burn (Remove),,,270.086349,1379.477404,1649.563753
52:59.0,0xf232e0329a79af92314827df62d69b851fd1a2ed8e894d8264e2d081963779b9,16533791,102,185,0.003352369,0x9595eeaf82907ce461842e533427336d27484a0a,0xdef1c0ded9bec7f1a1670819833240f027b25eff,Swap,1422.884651,,,1239.673265,2662.557916
09:23.0,0x1f992f8945e824e53d321e7776ae0e56ba9f562072b0f7d079e52f3981fdc582,16543106,76,185,0.008001048,0xf80a88025b20ccada8b4209aebb21bf44dd3d59e,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,Swap,,2046.37929,2327.770826,,4374.150116
18:23.0,0xd2f80c0804be9cf262dc284b19c30ddf199090e206c1448dbd7f89298b405013,16539281,100,231,0.003471045,0x1a4c1d3d766fa0f0c961a1c4da721a2a6bc5d920,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,Swap,10313.32253,,,9000,19313.32253
04:47.0,0x3a6370002db4a8dd016e049823d8b4ed1d18de8e7826ff81b491e0d758dfa7b5,16429093,66,109,0.010057093,0xee754bac2635081eb71c95a6834116fc4891cc9b,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,15.834436,,,13.49930595,29.33374195
33:35.0,0x3a00235a9b173d565de5d29ea4c1d88fb01326cab264060e2a689c7b7e15fb6e,16561118,208,398,0.002096863,0x8895175e28585b465347e47bdfeb467da6f3e991,0xdef1c0ded9bec7f1a1670819833240f027b25eff,Swap,,622.0922955,705.029746,,1327.122042
14:11.0,0x5b7f090553eec79cacd267c50e0c8bbf53642a772639756a47640dd1f3a81c41,16142905,17,38,0.002976374,0xc4f95f674b393a49410ace864833abe836848526,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,280.135399,,,225.9396543,506.0750533
56:23.0,0xba08c6ef248ec531cffba0d234259b397fd3bd0f845189b0999eceb01f0f4c60,16142518,81,165,0.003434536,0xb45f926e44e27339578f74096411fd0653b29125,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,255.706801,,,215.1939462,470.9007472
39:35.0,0x25029b6b9f553cf3a2abe99f3ac8594602bd51a8ca91ad42824cba765160a8bd,16142135,2,12,0.009524165,0x607bd5bbc7c6a2111273b28d4309e5c04b024f00,0x46c4128981525aa446e02ffb2ff762f1d6a49170,Swap,,1374.168622,1691.983293,,3066.151915
43:11.0,0x3ff39c001007f33488fb33d2f3da216bab367dd92a6c05b4ba337f313235ad84,16142153,5,39,0.00296872,0xb5eaac5a8649142dcdd13f981767913bcdf7ee42,0xe8c060f8052e07423f71d445277c61ac5138a2e5,Swap,,103.4468229,271.734373,,375.1811959
54:11.0,0xd62085e8bb286a871f5a471fd6c9a146c7fb3d0a33aafac9afd59ac007c22fa7,16142805,94,197,0.002990782,0x95116d1d589bcab3e0e48898f4ea4eb8edc6940a,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,340.156476,,,273.9756835,614.1321595
44:47.0,0xea888971f619f4c818d2ed31862d739bbe04788ae9d2b3c6246079dcaefdfb2a,16142161,49,67,0.004231565,0x87623a3cb948a1e1de1f13fe660eb2c96a52a6bc,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,164.475189,,,42.11648614,206.5916751
44:59.0,0xecf268589a5d4f22b67e6843ce6c6b345682681181558aba0e8f3e5607c1474f,16142162,4,45,0.041988955,0xb58555fcba6479fced7de1485eb054943a09af7b,0x00000000003b3cc22af3ae1eac0440bcee416b40,Swap,,231.8044822,990.211096,,1222.015578
38:35.0,0x4b55fb44121ffae6f17d880f0c46ab6963274b1899e13d146953424a6773c964,16142130,228,452,0.005760576,0x6a0feb37e1b03ee1b599277a7cb57192b4890917,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,4.950369,,,4.340065671,9.290434671
51:35.0,0x7f0714f2cf90fb7d5fcae5f3ca8d678fb92d5d51b62f38e7af42ab29d23b1e1e,16355917,152,268,0.001925389,0xcefcca169357a18eb8c3f230f92b58562e48cae5,0x1111111254eeb25477b68fb85ed929f73a960582,Swap,100,,,85.88874779,185.8887478
48:59.0,0x2432cea6868b4937b72bb4b46bd0ddd7cdc511ce7c2d7ee11325dc0b838e8fb0,16351727,64,112,0.00485349,0xbbff77dbd20239be6babf4e002c3ef6680ad3785,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,1450.248301,,,1243.514765,2693.763066
41:59.0,0xc694fafdc0091f45213940bd4a621fef4e3bbcc27db15307efb672842435207b,16142147,11,56,0.005332317,0x68cc21f7c777243d1a9c71c2349bfdccd8ca7b78,0xe8c060f8052e07423f71d445277c61ac5138a2e5,Swap,,152.1727958,201.75265,,353.9254458
19:23.0,0xec04f28100c6b1183a55887845ea0a8a4b39ce6967dc3d48740eb460bc1e567f,16142931,56,117,0.003551457,0xb1b4d062353dd744f527911aa293be64706e4130,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,23.061425,,,19.25112202,42.31254702
44:11.0,0xaf1d8b4a551362a7f0fcac52f64c0225ed94fca040676a3274bc2e0514e4a439,16142158,4,116,0.00396461,0x8d51e49d30e32e4786e074b53dd5541ce2103e1e,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,642.310449,,,178.0256766,820.3361256
25:59.0,0xdba304d0d3ce2d9641102ef3b062d9a48a7f5b4dfc962f39aece79bae256d115,16142665,1,9,0.006352394,0x3471884f189fd7c63fe8c83601d28ce0cc1b3853,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,25542.26714,,,20948.96436,46491.2315
43:11.0,0xbcde95c523b45eb9b0047939911a8fef8edfcafca6ef6dd0d66ca2ae1d34cf62,16142153,4,33,0.004389136,0x24d86dc4e75979e9b57861b7a0944cdf38d73de0,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,6412.450379,,,2827.857029,9240.307408
42:23.0,0xf8e303a4856c379fc018a0adf6e5fc8715d8631faad4c3a877cc15531b726975,16142149,12,55,0.003350815,0xc7bf1bf8d639db5ae9c52c905747795752dc967a,0xe8c060f8052e07423f71d445277c61ac5138a2e5,Swap,,237.9351583,370.776788,,608.7119463
41:47.0,0x8d1901e844c3531bead1ab21a8005c5161ff050a553fcf25dbd1f39cbbd03506,16142146,57,109,0.004242471,0x8cd9a395eeec6442dc6a85f053a4b0043259735a,0x1111111254eeb25477b68fb85ed929f73a960582,Swap,256.378048,,,208.6953465,465.0733945
05:59.0,0x10588ca9db16eb7b94a39cb251307e3d49f28835e213dcc4ef15d55560595584,16142566,47,107,0.003522362,0xea9ef41eb1a6c213918c17b85292d4e126c915d2,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,638.743391,,,536.3202049,1175.063596
16:59.0,0x93853f56d6f09443d90fe2c221420e9de3a6958e0467e7a72ca8aee9d49671d4,16594117,62,162,0.006837312,0xe6c4293235d11c9d241d6d204eb366f0afdbe3fa,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,Swap,1952.518597,,,1712.326629,3664.845226
25:23.0,0xe5d70a8c44ec9329ca70f1c1c1e7d513829321ef2d32fbb0db1b7a56f3bf32cb,16160557,25,24,0.002636523,0x06f99c6473f07649aba102162672b85f3ee7baf8,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,2500,,,2062.160272,4562.160272
46:11.0,0x61fb0f3067faf4b2016e8e09a27abe30ae073f3a0762504f85d1bb9913f94f73,16267824,30,45,0.002607999,0xfc5c3d8e22cf4d03d4216236483f30dd58ab7061,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,353.42387,,,307.2248823,660.6487523
06:59.0,0x954a344d68b4c53cb5574d614e9f535b9f21383936c6a23ce5d262b4e5881f22,16384360,33,54,0.006346438,0x3b5942cf085b334400f4a94afaa68cbd88f7c5c3,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,8.000015,,,6.820532402,14.8205474
16:59.0,0x76531ad9b9222307a30e5fdca1fd184d7f6e35c808603627833895b8d08a2469,16548795,128,221,0.010542597,0xc18ee6bf19aeccbc5985f68a4f10f4cb2d2bcb51,0x1111111254eeb25477b68fb85ed929f73a960582,Swap,,4026.126029,4580.753202,,8606.879231
18:59.0,0x7011916001ceb792d168cccecab00e4cbdfec2563c8f2f21995c89e421b7d9cd,16543153,86,333,0.007796916,0x74f5fba5c029855d4d3f23249fc43f00bcc1a3a7,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,Swap,,1600.198611,1819.784489,,3419.9831
58:47.0,0x2746f9c17d9d91b4f8d852f908540c2bf2138ae2689ab48b497a622edc7ee5fa,16542459,101,188,0.00953218,0xbd2b92bf7b37e1e3e44b263b0901445485ee1578,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,Swap,20.001119,,,17.47553199,37.47665099
57:23.0,0xc1d06d02476cbe06cee8789034b263582f5398e8ee7a560c4d7f7a7c4552a272,16358632,121,300,0.003495613,0x3ca243cde2c3887ea93c435773acbd64a934ea6c,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,1016.480906,,,866.0518166,1882.532723
51:59.0,0x095645ad0c524d0e97c2da6d1cffe518f46fb193da4f41fef21f4f8bab88c1bd,16145184,11,34,0.003431774,0x4a17083b7a59c69e36e18afec2b3fbd60dfd1896,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,102.474091,,,84.34695263,186.8210436
41:35.0,0xbf217093874171480bcf91bab4cfebf7ec83954f2381757d62ec1ae58e44f588,16200900,140,265,0.00489188,0xdb6481532724bccb678b602e7d4f558a165bd959,0xc3a947372191453dd9db02b0852d378dccbdf271,Increase liquidity,69874.39124,47919.95359,,,117794.3448
02:35.0,0x20504406f0549ae957d590816bd31ab2edc368aaf4e1cb78aeb5fefb474bab24,16145237,17,31,0.002036024,0xf2fb92d099f2cdce0d1778b5625eecd5e508cc9e,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,,8142.969655,9734.880465,,17877.85012
30:47.0,0xf6d9c95b0ddb1463acb2138d55a7f6a3ae9c14a2aef72a08f3cd84e4811a57b1,16195182,73,151,0.006891122,0x92891f12c9448fec7750aff2eb697a62b87659f8,0xc36442b4a4522e871399cd717abdd847ab11fe88,Increase liquidity,147.796187,299.9999979,,,447.7961849
19:35.0,0x547ec5d89de0f201d6ec814ea269065ee76c1134c0ccddcd8a30ce11df378808,16145917,29,34,0.003398194,0x6113afbe9853a868ae2957a8837e95576ebcda28,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,,19.99999999,23.761751,,43.76175099
34:47.0,0xf748611c7255c59fb837dffdbe7cb3e50500c07a775b2d54252528f452c1cf6d,16145695,452,181,0.006090254,0xd4d821343bfc2bef120ac8b74719761501463d31,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,477.848155,,,400,877.848155
35:11.0,0xd7130912cfef98458b5822866ec6c5d1a39ec4bf40ae4e7c5d7740bc050635fd,16147771,71,125,0.005865347,0x51382c7e0ff4dd26683b3356f4fd1320f9cf3327,0xc36442b4a4522e871399cd717abdd847ab11fe88,Burn (Remove),,,7252.017673,2084.356446,9336.374119
35:11.0,0xd7130912cfef98458b5822866ec6c5d1a39ec4bf40ae4e7c5d7740bc050635fd,16147771,71,129,0.005865347,0x51382c7e0ff4dd26683b3356f4fd1320f9cf3327,0xc36442b4a4522e871399cd717abdd847ab11fe88,Collect,,,7260.469816,2085.015373,9345.485189
10:35.0,0xfe4850a30c6554f0d4b6f97b7ddd4bdd9358c623d15248c0d834615ad4d20384,16147352,12,14,0.005291254,0x24bdc742f7a2d3dd9fdcd5609cc063927673857d,0x1111111254eeb25477b68fb85ed929f73a960582,Swap,9999.446243,,,8179.978663,18179.42491
04:47.0,0x607fbc4db6153da8eb4e9a3a77ccb7bcb944ed909c0b66a8a3880c9580bc0352,16143753,23,56,0.002941274,0x449c90e28c6fb9ea945043557853cfad613f1369,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,714.491082,,,599.9984018,1314.489484
54:11.0,0x949517cdd110daf5b7d56f469113f6d21d476841b2481e4bb1478057f813c855,16143701,45,102,0.003342025,0x449c90e28c6fb9ea945043557853cfad613f1369,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,751.783574,,,632.0024357,1383.78601
24:59.0,0xc25a3d224a8fec87c43e50ec9ceb77d33921126e89bef2505955e50d5beec507,16147720,1,8,0.005396336,0xb9e63abc0479d229a9a80a8640129fd0b08c209f,0x1111111254eeb25477b68fb85ed929f73a960582,Swap,24736.73798,,,19603.25354,44339.99152
19:35.0,0xc5e089fda2fc0066fe8892d609dcce2fc57fa419f1ed0b61f2ce6773ef175fa2,16144126,44,85,0.003316872,0x5db92b4157491c445a1a530659f54c8bcc7126ed,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,256.410351,,,212.0358429,468.4461939
38:23.0,0x03083b6f472a03afe9f912a4ad918f9fda4f142faf0effecc6658cdaa6031d31,16143921,68,145,0.00373082,0x0e8259be769f89cc28d0d27305a3612ce83796bd,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,13.685809,,,11.4994234,25.1852324
39:35.0,0xf717749651a3afcdb3365d27f5f13d9241110ed7dca95bd83e3e82dc2ce73f9c,16543850,143,751,0.00997761,0xdb6481532724bccb678b602e7d4f558a165bd959,0xc3a947372191453dd9db02b0852d378dccbdf271,Burn (Remove),,,26689.59342,95502.38574,122191.9792
39:35.0,0xf717749651a3afcdb3365d27f5f13d9241110ed7dca95bd83e3e82dc2ce73f9c,16543850,143,755,0.00997761,0xdb6481532724bccb678b602e7d4f558a165bd959,0xc3a947372191453dd9db02b0852d378dccbdf271,Collect,,,27221.57798,96101.92543,123323.5034
11:47.0,0x6a50be9b9849da50982c5574b1e59055236a999c586edf733439dd253f252aab,16181661,37,105,0.003351723,0x06f99c6473f07649aba102162672b85f3ee7baf8,0xc36442b4a4522e871399cd717abdd847ab11fe88,Collect,,,6253.077479,3810.26101,10063.33849
11:47.0,0x6a50be9b9849da50982c5574b1e59055236a999c586edf733439dd253f252aab,16181661,37,101,0.003351723,0x06f99c6473f07649aba102162672b85f3ee7baf8,0xc36442b4a4522e871399cd717abdd847ab11fe88,Burn (Remove),,,6251.806742,3806.559483,10058.36622
29:47.0,0x3c79a294c4948917d800522de55d8e75f01c5b7812fb836ff96fd784267cfe5a,16185330,59,92,0.002348326,0x160498e8024da781d472917f705ee4efe1ef664e,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,,115.1202389,133.137318,,248.2575569
30:23.0,0x0bb1e813eb820bf0a6f04a13ff6e0df5f52beb28290ae61e7e864b3c8731a676,16144180,31,75,0.004864373,0xbff392cd252a3c337ef29cebd89ee5b3b6f9f594,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,242.919923,,,200.463542,443.383465
42:59.0,0x80488eec93b11cb2a6370eb9b9bd1ed6f584a893412524279f0ebd477afda010,16144541,26,40,0.006152523,0x5f4f120d8435ea38f0f4635a910fee03801be88d,0xc36442b4a4522e871399cd717abdd847ab11fe88,Increase liquidity,100.1036,31.39727891,,,131.5008789
49:47.0,0xeaa7af9ccd046795aaac28e514184ee2073113c6ac5b881aff3cc5c2872c6693,16143679,74,184,0.004614557,0xaffe465ef76f59c06527b6954acead5998ddf6cb,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,1715.328742,,,1444.671981,3160.000723
