block_timestamp,transaction_hash,block_number,transaction_index,log_index,gas_price_eth,trx_initiator,wallet,token_name,token0_in,token1_in,token0_out,token1_out,value
17:59.0,0xc5096b24b96c49f624ea1c0cb0e0fd82fcd9d6f190e84b74bf6f72d820978c44,16267084,83,250,0.00236241,0x17535cc8178936c55b7eba7844dd43e958d45db9,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,115.018514,,,100,215.018514
20:23.0,0x91e45fa7320f6bfd66dedcf06056cdf9e863024972ce21c4d8ee102a9994a7cb,16142637,237,526,0.002693253,0x3db9ba4395c9a4412c3b0adc9464db5f664d910d,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,127.751197,,,107.046311,234.797508
43:35.0,0x93b4567de93c9475a7b90a32a1c9e252a70600cedceb5b2a24c59fcbc6fc54b6,16142155,111,222,0.004062528,0xd876710fe1882969c3973307d36574c28de11401,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,3206.208385,,,1033.982015,4240.1904
44:11.0,0x6e6b2fbb6e12afd3716d605eb46faf571aee9caa5c66cc9abf9cbb3c99b22739,16142158,3,109,0.003549131,0xe81776157f160a817c8213ab43dd1176f35d9a7e,0x76b5a83c8c8097e7723eda897537b6345789b229,Swap,1748.269516,,,508.3722136,2256.64173
54:11.0,0x3d1334da4bcd6e5f47f486200cd2a7081c7e7513e3611864eacaf9c67c33c01c,16142507,130,195,0.004174417,0xf546acba4e1ce9e0d092c75887fb2b2e4c7c13cd,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,1276.426607,,,1076.440671,2352.867278
02:11.0,0x80f184042e2c424c25dedb3e557c594fc4dde1a4c15dac16fed99c283f55f087,16334190,76,153,0.004584279,0x8c99f0bae7b6d5a2728b58b07c7429d12f1c2175,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,1.166443,,,1,2.166443
31:35.0,0x367e995e45f10405badf619d9941bff106d0d3e1fc99cd7e7b622f0df13e30aa,16382092,113,195,0.00421228,0x18ac6951ef84d343c5303ce2bba09bbafd696145,0xc36442b4a4522e871399cd717abdd847ab11fe88,Collect,,,13.569031,5.598904682,19.16793568
31:35.0,0x367e995e45f10405badf619d9941bff106d0d3e1fc99cd7e7b622f0df13e30aa,16382092,113,191,0.00421228,0x18ac6951ef84d343c5303ce2bba09bbafd696145,0xc36442b4a4522e871399cd717abdd847ab11fe88,Burn (Remove),,,13.567463,5.596762559,19.16422556
19:47.0,0x94a55b880e383800cbcbfaddfd85738d1a8df6c86c563659e71e3522f712f1ea,16239903,60,86,0.005389175,0x92891f12c9448fec7750aff2eb697a62b87659f8,0xc36442b4a4522e871399cd717abdd847ab11fe88,Increase liquidity,332.182799,12.810285,,,344.993084
54:47.0,0x39d567f0960c9133cb4876103ce9f53a897e7b833a1c8735007f22068fecb819,16387272,98,271,0.005892253,0x977149ca5614afee85726ad5bbd66b358c240e0c,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,2764.01582,,,2355.757673,5119.773493
35:11.0,0x6506b69fb0df777cb53e97182cbbbffb8f8ad78ec60b9225b8fbd54116abcf46,16459691,81,202,0.001844472,0x27d876a74b9a4b58b90c638da09fe0c358c38975,0x1111111254eeb25477b68fb85ed929f73a960582,Swap,5700,,,5005.75607,10705.75607
00:23.0,0x1d76113fb9d8973912b002f21d2f6e453f5563a73653ae3050afdd1ac5b38d0d,16197418,90,155,0.008057925,0x92891f12c9448fec7750aff2eb697a62b87659f8,0xc36442b4a4522e871399cd717abdd847ab11fe88,Increase liquidity,357.083778,301.916999,,,659.000777
13:47.0,0x971d5c675bea2c33cc60881470d5d0dd011088be2ac7a370805ccdf1f463db40,16606042,112,244,0.004790613,0x2fe3e3d66b62183553c6aeb0ad8128cdbc3183a5,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,Swap,234.558581,,,205.5326378,440.0912188
05:47.0,0x2d43750131079cee210f43349f5dd63c4c632e013f832e44f5303efc8d33d536,16445214,101,205,0.004084853,0x9595eeaf82907ce461842e533427336d27484a0a,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,Swap,3108.16651,,,2738.120171,5846.286681
33:35.0,0xb170cdbea8ed2b5939d89789b17c0716ccc7db8cabd2ef95668acba82caed8c9,16450427,116,217,0.004876175,0xff7565889e029b729d59c04a2651c569f9883e54,0xdef1c0ded9bec7f1a1670819833240f027b25eff,Swap,4000,,,3521.139301,7521.139301
10:23.0,0x9933fdaab34db6b1f5d268e1557d5cd7b2594773957b7dae21926b973442cdc0,16277784,68,175,0.003086997,0x92891f12c9448fec7750aff2eb697a62b87659f8,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,,40,46.170043,,86.170043
02:23.0,0xaaa860fb5516906223075c069f8eb950ffe1140e4ce3cdf44812b4389b86c016,16332400,81,161,0.003942503,0xc55b2e37bd2bb066a80fca3e046ef3466525ab37,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,11615.91101,,,10000,21615.91101
54:11.0,0xca986895794d01fc02d6d86cc84bbe199f3feffeb1e13fca48db6c96aceef90c,16334747,116,258,0.006575867,0x92891f12c9448fec7750aff2eb697a62b87659f8,0xc36442b4a4522e871399cd717abdd847ab11fe88,Burn (Remove),,,72.477037,245.5612857,318.0383227
54:11.0,0xca986895794d01fc02d6d86cc84bbe199f3feffeb1e13fca48db6c96aceef90c,16334747,116,262,0.006575867,0x92891f12c9448fec7750aff2eb697a62b87659f8,0xc36442b4a4522e871399cd717abdd847ab11fe88,Collect,,,72.883184,245.8341113,318.7172953
10:23.0,0x6e6d3cdffdf6850ad244c9416e5bacc05595e91a2aa3af76ad98436a9a546a8b,16334827,91,198,0.002927894,0x92891f12c9448fec7750aff2eb697a62b87659f8,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,,245.8996858,285.080083,,530.9797688
37:59.0,0x223372d4e603382fa93b77af496be7f0347c4bfa3e726c1db4de6e189acd0184,16154053,43,45,0.007239698,0x995b541b832f54743f6a207ec548c7370e538c87,0xc36442b4a4522e871399cd717abdd847ab11fe88,Increase liquidity,2228.422797,543.133254,,,2771.556051
25:11.0,0xb1f61f8f0be2208e8b3e46874c9f708fc57b82655ebe9066d08373531cbadc8a,16142362,147,253,0.003925346,0xa2efe0f8f495df65eeb81862622879ed6c6fcb0a,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,158.242311,,,136.9136015,295.1559125
42:23.0,0xea3f254ea1f23e1b89934b1a862dd7610274d613ff48339e30b1c5d508bee646,16142149,11,51,0.004487942,0x5cf00981051d1b2089af349ef9e074420ad7ae82,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,2563.270007,,,1750.440958,4313.710965
44:11.0,0xc9eafb923baf5d32002fa6eca32dd0a898f715eedb8aec6a1385767d8973c92a,16142158,19,185,0.020476588,0xc538c9b34523f14f8f422046857f6f8e5f28eb0f,0xe592427a0aece92de3edee1f18e0157c05861564,Swap,133.668718,,,38.24590651,171.9146245
44:59.0,0x6695e2094fda282793bd1c3780a4439e1e45183ab19fbc8ee704772f38dac592,16142162,2,34,0.003443141,0xb58555fcba6479fced7de1485eb054943a09af7b,0x00000000003b3cc22af3ae1eac0440bcee416b40,Swap,929.259175,,,231.8049621,1161.064137
45:11.0,0xa3a9dfcfa1037fe2a81811af4ab221575aa7cc925526b317c34cf26ebd10de40,16142462,58,135,0.006854555,0x6dd91bdab368282dc4ea4f4befc831b78a7c38c0,0xc36442b4a4522e871399cd717abdd847ab11fe88,Increase liquidity,1276.139549,1107.632729,,,2383.772278
56:47.0,0xefb91bbaf69cf3e1aa4a005de1ba5a7e0c553000166ddd915f10240ae779bc92,16151161,30,47,0.002977406,0xea9ef41eb1a6c213918c17b85292d4e126c915d2,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,,536.3202049,670.583139,,1206.903344
16:59.0,0x45d5566619c74fa4e890cc245f660c89fc5266223343c407df102088274a1925,16142321,69,222,0.003212781,0x6acf83fe987f2adb424a221bde860dbb7c3093b7,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,115.523909,,,100.4576879,215.9815969
24:23.0,0x14a4f9b3ed695e4dc60bdfea4d30a3e9cf5ba1a1656894d934c9f1346a3aa72b,16142358,2,12,0.007370325,0xf54cbf4b5a58c822d2f78de5808ccc138ca7b906,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,128.377774,,,111.2659004,239.6436744
11:59.0,0xb08a5971c75aa7da6a7409461933990ea8b39da791ef6fa97446e5524aeb7618,16181364,90,98,0.002934429,0x21c3370a0c214773bf511b7be0e4cba85ccbb2ed,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,99.148133,,,84.96753277,184.1156658
40:35.0,0x35f094b8e2704feb049a4ff15b6dcb023bcf6a8f5fce84f089a8b6dbb22df16e,16350490,115,177,0.003082662,0x48060e4c9af9955fab4c814aa6979710eba65513,0xdef1c0ded9bec7f1a1670819833240f027b25eff,Swap,3000,,,2573.683863,5573.683863
09:35.0,0x282fe02c8238d19389a89e68d10007eb32ae0724bbbe8deda65894abff319e01,16150927,94,148,0.003306997,0xbfebbb55b203bf425914291cd75f66a5d99b5268,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,37.751595,,,30,67.751595
48:35.0,0x414cd7669d671c134934cd36787140ad14d1818fb8e28de25f50ab6e912196db,16151717,44,108,0.004484137,0x431b5ddb0ace97ebc3d936403ea25831bad832b6,0x881d40237659c251811cec9c364ef91dc08d300c,Swap,,1011.014724,1204.664595,,2215.679319
12:47.0,0x5dc5050a4ca096b3dce54624c5f70303bc79197ecdd3308799c615714841133f,16153030,87,141,0.003388409,0xfae73e896f6e35bf60a52c4f7275381e8d0f6344,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,170.609707,,,139.9780906,310.5877976
29:59.0,0x148dff8fa1609a2a4e1b6fc8ec8bdb8b49cc587d5f6da4cd7d5aafdffe8c73a9,16155208,103,109,0.004165566,0x4c5fcb167442a8f9c6e358d9de6cd94f48c4d424,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,182.663699,,,150,332.663699
32:35.0,0xd444ea75a887513ce259f92eab40219eb1cb742ffec685f358afd10a238427c0,16154026,72,127,0.004603885,0x995b541b832f54743f6a207ec548c7370e538c87,0xc36442b4a4522e871399cd717abdd847ab11fe88,Collect,,,2228.422797,1809.359674,4037.782471
32:35.0,0xd444ea75a887513ce259f92eab40219eb1cb742ffec685f358afd10a238427c0,16154026,72,123,0.004603885,0x995b541b832f54743f6a207ec548c7370e538c87,0xc36442b4a4522e871399cd717abdd847ab11fe88,Burn (Remove),,,2226.94027,1806.24018,4033.18045
25:59.0,0xf6c83ac0ae9cdbcb0e7329ca70ece8751a214d75cad0bd0755c6ce86bbe2f74a,16152498,26,51,0.004414467,0x87afaa198117496bce792b6a5de3b33ba7cac73f,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,1258.741634,,,1051.674834,2310.416468
27:59.0,0x3f0e9cbdf61cb5e41ce2c21378b3abfc5871e5f1a18329913b101b1176f658d6,16152808,59,90,0.003171018,0xd4d821343bfc2bef120ac8b74719761501463d31,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,1517.970754,,,1246.482931,2764.453685
07:59.0,0x1e075e366bb8d7c78c8b113e69f0a3fb0dc4e67ac3a808f395a88f631520609c,16280761,89,289,0.003042599,0xab4f3158a1809fd7639810338bef0b0077dac701,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,92.510897,,,79.53804164,172.0489386
34:35.0,0xd7a60115e4d53b015c1e157b3f64af31c5c90ae27663d5e7252b207a2ab77d37,16436109,103,172,0.006208584,0xc55b2e37bd2bb066a80fca3e046ef3466525ab37,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,4595.439597,,,3931.744443,8527.18404
23:11.0,0xb8de3288587205d2401234fac079e4ac9beaf192c7eae04ac1690760f6ef6861,16501405,77,187,0.004050834,0x33359285f30e7b3386de70ca500f4fe27853765b,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,Swap,148.174606,,,129.0861542,277.2607602
24:47.0,0x3d0812e766c5fc430bc5b52a53aa01a3ed08a439408f602dce0463bc384e6f42,16181725,50,154,0.007443759,0x06f99c6473f07649aba102162672b85f3ee7baf8,0xc36442b4a4522e871399cd717abdd847ab11fe88,Increase liquidity,4454.745121,3810.26101,,,8265.006131
23:11.0,0xd58e0cfb0bb624136cd666eefb3bbd762e9bd74a4ae4144eb1e19c917da8acaf,16243807,115,152,0.006152887,0x5f4f120d8435ea38f0f4635a910fee03801be88d,0xc36442b4a4522e871399cd717abdd847ab11fe88,Increase liquidity,670,138.5156381,,,808.5156381
25:23.0,0xd86dda839c7f8ba84078923e31c014d705b657e55b92dcee2417dec158c0dd11,16506793,114,288,0.004621136,0xa29fddec9c36bdd680d3f5867735ff8949a7f15d,0xdef1c0ded9bec7f1a1670819833240f027b25eff,Swap,15.651124,,,13.67772686,29.32885086
41:47.0,0xb3f7a49dee92a4f1a33680c17a869d69ddf4b6269e03d6f19a4abe7bd5045338,16294066,55,79,0.002730392,0x9feca953e467b26e17f081ef5be1b257b5b7c857,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,241,,,207.4191967,448.4191967
58:11.0,0xf38409d3d54f94d4de4ab9b6656959b9ca6b73e6e200bf69695147d762da8149,16438316,55,81,0.003035464,0x18ac6951ef84d343c5303ce2bba09bbafd696145,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,Swap,,3219.536585,3736.473804,,6956.010389
21:35.0,0x74ea2508dc2f16243cd153d6e9886c51a096da32b4b9241b5d68c9baa58f670e,16438433,106,320,0.004254303,0xc9ec550bea1c64d779124b23a26292cc223327b6,0x9008d19f58aabd9ed0d60971565aa8510560ab41,Swap,,1240.103359,1436.564309,,2676.667668
16:59.0,0xb50c980a70b4fcae97285c76014fce9ff1a404693f19436b0b411890f292e575,16497200,63,189,0.003463063,0x020dfcbce906b28b2d5e487bd777b96625b768c8,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,Swap,31.592894,,,27.52581277,59.11870677
38:35.0,0x61ff5c9ccdb70083deb932b532e5f54665e2d5addf4dd1d8c3f28015a38541aa,16361228,73,237,0.00234207,0xd79fe5ca182b112e62d1466068b572493b88cb24,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,1000,,,851.565378,1851.565378
34:11.0,0xdca6404406f1e8a721ba67b0e32e4bdc1bf17e95818cd36add9317044c000648,16319117,29,43,0.00380806,0x6c58398eb2fc5f1bb33663d5af32a1786e4e0006,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,121.681147,,,105.3688099,227.0499569
12:11.0,0x2a393e2af6b4da3ec38d832a89f0213012efad7b6315a27b0458fb3bb8b963a3,16181663,48,99,0.000860214,0x06f99c6473f07649aba102162672b85f3ee7baf8,0xc36442b4a4522e871399cd717abdd847ab11fe88,Collect,,,0,0,0
19:35.0,0xc56b947e54c06f331721daa89cd689f33448ab0c656fdef19d80a3bb9a05dc7a,16220192,93,177,0.003429084,0xa9a80bd6ab5b4cff9b988f92c6e96bdb8c6e82f6,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,1413.858412,,,1230,2643.858412
27:47.0,0x1b390e042f542bedfd71638678598e0e831fe24c67afc997c58ccf33c811fab7,16495470,77,185,0.003233383,0xf73387edf00bbcd42db1ecaa0c3465886955b637,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,Swap,,1153.773522,1315.093866,,2468.867388
32:47.0,0xc7b4ade37b86c851ca97b52393f804c7293e3316d472c8b9bda7e9c953bc940a,16142400,93,208,0.002054151,0xa2efe0f8f495df65eeb81862622879ed6c6fcb0a,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,Swap,998.736001,,,863.1345775,1861.870578
