block_timestamp,huntprice
2022-04-08 05:04:48,0.9083555452792974
2022-04-08 05:04:48,0.9083555452792974
2022-04-08 05:12:15,0.9083555452792974
2022-04-08 09:53:01,0.9352255952469645
2022-04-08 09:56:40,0.9432490012752461
2022-04-08 10:05:00,0.9337789487691424
2022-04-08 10:11:15,0.9211882118943405
2022-04-08 12:01:37,0.8981313544618186
2022-04-10 01:37:12,0.8902662119878931
2022-04-10 15:53:16,0.8827262809545053
2022-04-11 03:49:53,0.8489967119245447
2022-04-11 11:36:41,0.800232068915246
2022-04-11 16:37:01,0.7841491193989
2022-04-12 10:37:55,0.8012712303242977
2022-04-12 11:06:00,0.8156594833860313
2022-04-12 11:21:28,0.8303220741186786
2022-04-12 12:28:56,0.832319940459714
2022-04-13 00:00:34,0.8358051534197971
2022-04-13 00:02:51,0.8506168655746802
2022-04-13 00:04:04,0.865825826045073
2022-04-13 00:07:37,0.8773321924080186
2022-04-13 00:11:53,0.8770478562312292
2022-04-13 00:12:57,0.8647179484883747
2022-04-13 00:12:57,0.864547306512901
2022-04-13 00:14:55,0.8519593153194855
2022-04-13 00:28:22,0.8409235945112923
2022-04-13 00:42:59,0.8298438395948294
2022-04-13 01:05:33,0.8113684431437949
2022-04-13 05:42:33,0.8083510348108189
2022-04-13 09:38:08,0.8040129125171659
2022-04-13 17:31:05,0.8280455501318345
2022-04-15 04:43:22,0.8244804786977482
2022-04-16 13:17:58,0.8168480196595554
2022-04-16 13:44:22,0.8214772758417799
2022-04-16 22:13:28,0.8238231337066861
2022-04-18 04:59:14,0.7782513396374252
2022-04-18 05:00:07,0.7661140103621114
2022-04-18 06:53:10,0.7589715018677616
2022-04-18 08:37:27,0.7560256342496225
2022-04-18 14:09:35,0.7700574776901525
2022-04-20 03:40:59,0.8135660474623716
2022-04-21 09:58:00,0.8204826476524129
2022-04-21 10:12:18,0.8247683809082191
2022-04-21 16:45:49,0.8311110291164208
2022-04-21 18:11:54,0.8298647435080739
2022-04-22 08:13:23,0.8244231141233901
2022-04-22 12:51:01,0.8255342799191668
2022-04-23 00:32:14,0.8282000648066388
2022-04-23 00:57:16,0.8327618319071932
2022-04-23 01:05:11,0.8425247250293474
2022-04-23 01:10:08,0.8579045505917569
2022-04-23 01:38:49,0.8577041537403125
2022-04-23 02:25:52,0.8442444060626055
2022-04-23 16:36:17,0.8487751857823741
2022-04-23 19:32:23,0.8438018884578049
2022-04-23 22:41:39,0.8549021252772389
2022-04-23 22:50:36,0.870380381987991
