block_timestamp,0
2022-04-08 05:04:48,134839.4083612256
2022-04-08 05:04:48,134839.4083612256
2022-04-08 05:12:15,2858077.7254066174
2022-04-08 09:53:01,2912508.705113303
2022-04-08 09:56:40,2924752.314184846
2022-04-08 10:05:00,2910301.1421560324
2022-04-08 10:11:15,2889351.9124372993
2022-04-08 12:01:37,2844398.9281974393
2022-04-10 01:37:12,2836961.526900049
2022-04-10 15:53:16,2822779.4491115236
2022-04-11 03:49:53,2735277.9676827784
2022-04-11 11:36:41,2599506.1158745424
2022-04-11 16:37:01,2557385.0238973633
2022-04-12 10:37:55,2599575.793874148
2022-04-12 11:06:00,2621539.5814714427
2022-04-12 11:21:28,2643914.4965977315
2022-04-12 12:28:56,2647052.182375739
2022-04-13 00:00:34,2655015.5535248714
2022-04-13 00:02:51,2677618.0259244195
2022-04-13 00:04:04,2700826.693880105
2022-04-13 00:07:37,2718385.25331051
2022-04-13 00:11:53,2720317.938129784
2022-04-13 00:12:57,2702994.4539241455
2022-04-13 00:12:57,2702478.1434463463
2022-04-13 00:14:55,2684082.6948949653
2022-04-13 00:28:22,2667242.334214983
2022-04-13 00:42:59,2650334.778081403
2022-04-13 01:05:33,2613050.6049379664
2022-04-13 05:42:33,2624915.0280667045
2022-04-13 09:38:08,2609554.67385774
2022-04-13 17:31:05,2661338.4988309504
2022-04-15 04:43:22,2642903.7697942914
2022-04-16 13:17:58,2623559.155008779
2022-04-16 13:44:22,2638197.6159881395
2022-04-16 22:13:28,2649843.8373999163
2022-04-18 04:59:14,2520414.4924832615
2022-04-18 05:00:07,2501893.0921832253
2022-04-18 06:53:10,2490984.953425896
2022-04-18 08:37:27,2479795.415935365
2022-04-18 14:09:35,2513335.1002085996
2022-04-20 03:40:59,2638133.6888513663
2022-04-21 09:58:00,2652984.749472236
2022-04-21 10:12:18,2659520.496166112
2022-04-21 16:45:49,2670170.5672814357
2022-04-21 18:11:54,2655034.343185224
2022-04-22 08:13:23,2629260.220929018
2022-04-22 12:51:01,2624777.084459889
2022-04-23 00:32:14,2617131.3951223264
2022-04-23 00:57:16,2616441.5468634875
2022-04-23 01:05:11,2631339.589711321
2022-04-23 01:10:08,2654808.9954862385
2022-04-23 01:38:49,2654174.941206838
2022-04-23 02:25:52,2633321.0958273793
2022-04-23 16:36:17,2650792.466835198
2022-04-23 19:32:23,2628632.6823769393
2022-04-23 22:41:39,2656032.601742116
2022-04-23 22:50:36,2662718.7550035794
2022-04-23 22:50:36,2679652.212117987
2022-04-23 22:50:36,2674485.6293578288
2022-04-23 23:06:39,2676202.307879985
2022-04-23 23:16:01,2660312.232509108
2022-04-24 13:17:04,2632739.626374416
2022-04-24 13:42:23,2614901.7973611965
2022-04-24 15:09:46,2615055.5390787357
2022-04-25 04:45:07,2546623.1029237662
2022-04-25 05:51:41,2522874.863037122
2022-04-26 00:00:16,2636682.5738187437
2022-04-26 05:19:19,2605161.4143716833
2022-04-27 13:49:41,2476590.2003081003
2022-04-27 13:50:19,2456433.3118428085
2022-04-27 13:51:24,2488234.5102807404
2022-04-27 13:53:36,2508877.2628322258
2022-04-27 13:55:51,2471176.194093484
2022-04-27 13:55:51,2491284.4497411163
2022-04-27 13:55:51,2516667.8616382894
2022-04-27 13:56:00,2476321.7125286367
2022-04-27 13:56:13,2486968.60354629
2022-04-27 13:56:31,2505011.0289573423
2022-04-27 13:58:33,2478921.2852012827
2022-04-27 13:58:53,2466291.660449227
2022-04-27 13:59:38,2486148.6097213156
2022-04-27 14:06:47,2471729.4205432856
2022-04-27 15:21:49,2455680.0732681793
