"address","balance"
"0x9d4658e923776bcd9dfa40042a237a2ee8b09b59",0.0
"0xe81776157f160a817c8213ab43dd1176f35d9a7e",0.0
"0x294c001639d6238685f38ba743c8de411494a4b7",0.88876187
"0x8586e06c484a88a5e5ed846645681da4e8893e16",0.0
"0x551bdda337a6e84592cfc370f4e363e086a2056f",1.76186137
"0xde3ac990cad7e76f704da58fca67b9ba7415cfdb",1.18188706
"0xc281539f1c317fca651c498118d541874617862f",0.87524302
"0x34eae3e2daed607dd7464ad73a282422f64ce294",1.09647439
"0x464b64ee2331ac11ed516047d4bebe7cc79e5ec3",254.451932645
"0x8e2e6c3ef714647eee18ca1f5ec56f151df77790",1.24511415
"0x2ae25fa55c82256448b214e19409be96301af87e",10.36393424
"0x10ae822b527fcd12f2a8da075085755a8011bc1d",0.89487916
"0x8ef9eb468a6fbcafdcfa52e153d6393d7dd75e0e",0.8712744
"0x11f801bca9d2e74bc9726b3dccb58fd719227ec1",0.000000001
"0x375c3f812a5b55ce8a65af8310f33389ada34fda",6.188396242
"0xab65c530a1017dca7c8610bed0493e0a68261640",0.0
"0xc55b2e37bd2bb066a80fca3e046ef3466525ab37",0.0
"0xf9879bb3230f86ffcebca652c5fb6ec4504309be",4647.440718502
"0xe82ab837c235fe6f7665db5f81f3478db94891ba",0.92248659
"0xb58555fcba6479fced7de1485eb054943a09af7b",0.0
"0x58d8997a5d2bc966f65255c0f064a0bd8359f2e9",0.89162943
"0x24d86dc4e75979e9b57861b7a0944cdf38d73de0",0.0
"0xa7d24eb2da8640c6a42779a155f4811a6589686d",8.54962924
"0x2b3f55d0084d132d2c136b60dc99eb7f63af0ff9",72.20308097
"0x28fcfb7c3ad1f2dc2e129f52dffc2a1ac70b5295",0.0
"0xf50f740c76e0ebb0bf5b808a72dff5b6c025ebc6",0.87152247
"0xad7d0918e5acca7c9d302c927ff0fd29e394801a",0.9163972
"0x364caddaa874a52d32402ea6cc847b35bb33e1a5",12.01389346
"0x4c0b801d56d7245ab67f0d7f4773456dd2c689dd",0.0
"0xeb36d9408f8bef82d09b070b44f6e4c6c29aa232",0.98380677
"0xc5231ddcaa5ff9acac92d037dd6e7a589cd06db6",0.87829846
"0x0c290ddb6d6aa3725f5cc1f98034573751854ff2",2.95788002
"0x8c99f0bae7b6d5a2728b58b07c7429d12f1c2175",9.85175614
"0xe8d7a33eb155cc6a46348204e5fe8e6ae77c562d",1.8546622
"0x0406b3ac8da51f454149105ca8f56e56b89099b7",1.7476157
"0xc619f9fbc4132b0e82c6d9b386b56ad68336a90a",17.96991994
"0x5a44b19d5f04e1e27ca7b73cc56afb76808df24b",1.28289841
"0x69180033b3f8547ea38996c0d5be82c312cbaefc",0.88387851
"0xd6c18bcc5a34715598ef1e1778e2ccce0321d9ef",0.0
"0x0e8829f8210cd119dddecd6522f03239b8730430",4.68456936
"0x84e770cf8914dc1336b13898131c804a90d68501",0.0
"0x9e9bf7495369e73e76e0f41c00481b16a270711c",0.0
"0xceb1c986a3c9d47612d25b48faf618d841a200d1",0.0
"0x92891f12c9448fec7750aff2eb697a62b87659f8",150.086792327
"0xc3be1583772305b6cb802189ae0043d1ad5587d9",65.76109787
"0xeddb8b0c46193caea0c2b453fb1e256ab68826df",0.0
"0xdb6ad00e6a7ef717a514e1911f00e7975b4e6200",0.89997499
"0xe43265955a6a8b3fc3001e20524c099b5944f4d0",0.0
"0x4d93c323b2687f499d2c5a3e0ba0b7d4647cb2ca",4.735864414
"0xfa3a1b55f77d0ced6706283c16296f8317c70e52",0.0
"0xc30c24416f55f9201576f2e18b1caab6594baed7",0.87989498
"0xa2efe0f8f495df65eeb81862622879ed6c6fcb0a",0.000000001
"0xcc7b68909b70efa6f2e0c2e131dc2cae1f00b394",1.04551195
"0x80b09d3730f9fd606138f0b4fde7622e31082e66",72.05724472
"0xfc25a1a6e05b7f226bddf0a6c567a19ff2a09356",9.45459772
"0x0000000000753a65f1917d8db21c8897e6af1979",0.000000001
"0x66485d1643dd7a8eae2d6ea204e7f6264a1f4c35",1.856499435
"0xc82c83d96ca6fe58f3cd46f1db7b0efc0e1c100d",0.93132247
"0xc106284ca1997e42723ae17fdaa1bfc28bfe3999",0.88482228
"0x467a54491b885ac859662135fe0e2e7e99060339",0.000000001
"0xc1d7e36cb68b8c40cb27c3b2460019b4a015f318",0.8796241
"0x2951b1f7058bd2c05f01954002c450bac0873847",6.021545316
"0xdc43f021ff8c707b6238b39abe876818da9c6b72",0.0
"0xd00e612ffb02b2276701c0e097c2febf5f45a4ef",0.92689641
"0x06f99c6473f07649aba102162672b85f3ee7baf8",0.0
"0x4b466f0cd723c39a7969b7d95f4474d891645a8a",14.29925459
"0xaa17f42c2f28ba8ef1de171c5e8e4ebd3cd5f2ec",0.0
"0x54877bb9a3bf3fdadd78bc7749abccb7c7f51db2",2.46334286
"0x38fcf6aaf523118bfea55ab0747e490cef5e71f2",0.0
"0x02e0c302380aa679189d9caa349a0da5a6a19108",31.670677231
"0xc7bf1bf8d639db5ae9c52c905747795752dc967a",0.0
"0xd9d197767a971030726a4cfcfebde057dceb0c9d",0.87479955
"0x00000000003b3cc22af3ae1eac0440bcee416b40",0.000479944
"0xfaeae9d6eb7f7cee161c2778cde335c4f12fd521",1.07608932
"0x36d6bdac809826355078bb9b1cd0701faf1f2729",13.105197851
"0x0bafed0fe7fb5effb8e751d6ad93786f4d95024b",1.4559848
"0x3cffe1b6929eb2b5f527ce6400ccf4b4dcdc9d63",0.246940787
"0x89b6e23f0840cbb89546eb534d875b75c1bce0c0",0.99687588
"0xe1605bc6df09bd4f7b5250b437bc1e547e7b6daa",50.0
"0x346e14cfd154d75fe292ff305155c69d8afe3c7f",1.41533583
"0x838e410a8d51182fc17d9e35b6bc03e1d252202b",1.29079772
"0x7e2cfed7048a2f761515221450c5ace6adaab403",1.75861065
"0x59ac8482fc35c141ab53501e1f2db006cda4db87",9.67529033
"0x3309a507e9040ca78fb8d5cf59d98d5e170e612c",9.8079064
"0x3471884f189fd7c63fe8c83601d28ce0cc1b3853",0.0
"0x55b73cd48d6d7237323242f33243933c07750ef9",9.73364938
"0x2644d31439ed22b6c68d8ac5ebb8aeae2b95fbe0",2.27387295
"0xcdbc0f810414fc48aaefc9e959de0af878319cd5",202.837133527
"0x41e105ce79104b32bbfb3630d767ade4778ad766",1.17846614
"0xd6401bfffd0318c0e154271a6e93e2de21db2da0",0.000000001
"0xeed9468bd1af1a782446e74edebbab0be0d237c5",0.89498028
"0x8840145f968743f45a5238ae0edd46f53d5cb60c",0.8776006
"0xd0908c7e642b71b9507af63a6c69307a961dae47",17.09925848
"0x7f9d7bf12c5e408fa0c4b0192937503aa04d7bb7",17.09401709
"0xa88800cd213da5ae406ce248380802bd53b47647",0.0
"0x65236bf93be57dfd4d328d762d6417b0dbc882d8",1.30004673
"0x4b5692110ff9ba770b9ec5ceba20849cf97496ea",4.8881762
"0x9078356bbb3766436aa17d955e773dda17a10950",0.90909076
"0x2e72ebe4cefd9fc19830a6dad1e50a0e3b36328f",0.95993909
"0x73639e68af8bcc03881fb10c0328c02a87a898b2",1.54118211
"0x768e0623aa6c25536a0e6de6bd7f8f7abeef0676",0.0
"0xe1610821c2b88b397f4a392e33eafc6e77ee23c4",1.01620428
"0x9dfcb5f9e46c62835735af9b249e437fcb276e1e",15.01369283
"0x97f16b00d436fcd49d5911e68002f1cd4d5e47c5",15.372412095
"0xfb3ce81f610bfc633db2bdb54d2bfdc0b5047dce",0.000896394
"0x4425756c7c82b83a3a3457c27356241187504b1a",0.95193823
"0xfc3a7ca9b00ce73f91db154ded5e8e84cb712d07",1.5
"0xe789c5566b53546d46a0af48a4bd3f062d1fefd1",0.0
"0x15641b6d7289e9ff20b6da596e0acacc5522e68f",0.89408788
"0x601103f3d539f908036e2491b4e5d4e86d3aa07d",0.0
"0x730d285746685a47ee7683783da50c86f2c255e8",0.98648475
"0x7a8d29062730185ead9a46ea6ffe6b5470eafa7e",1.00338033
"0x2d3a1a7dc649f3fbd2ba5768ab7be61044716742",13.44023323
"0x20d74dfd6f5df400be4df00703097bea450bfe0a",0.0
"0x9155927619c94bf4a1d931e487dee74c92017930",0.0
"0x76e5b1176fbf8cfd8fd03f0de93a8c73f944c67f",0.91049304
"0xa68df4275f54b17aff43d3c3cefcc8dfef1c690c",10.0
"0x591813af0515650ee222cbee19e868980d2d1c3b",0.0
"0xf5a537a4d4173dea7794241098420d322b6f8296",0.0
"0xb20b86c4e6deeb432a22d773a221898bbbd03036",0.0
"0xc36442b4a4522e871399cd717abdd847ab11fe88",0.0
"0xb623352e078e57349fe5a8de96109e2395cb20fe",19.232731189
"0x85a9340ab7a8256a459ae0122821a99fb105ad91",1.29265553
"0x7301fc13d5c9bb40ef260cb386058f1413d6c9d1",1.30290253
"0xa21740833858985e4d801533a808786d3647fb83",0.0
"0x955c75664e3c745cab5ec910c6300161384b7e69",1.04857931
"0x9626ea071bd54894fc1c16caf435f40a4d6f16bf",0.0
"0x4e27eacc66030fa6fa2cd1016c45ae9adcb6097c",0.0
"0xa6b876edf5e9792f407271a84e95e5fc3db78609",1.80588105
"0x1968b10a46301da12883929247f5ca139b993e9c",2783.567107166
"0x89111300604edd1a20a776cf9703e986917120b3",1.27925967
"0xb9923c48f7cfcb87ed3bbab3ffc62987a341923e",0.89714138
"0xf4c8ae0714e97178c3a6fa1fe4503e0e7c4c1107",2.72249401
"0xdc790405f239c31b5636511e9a5053b75343c0b8",0.88345948
"0x816abd08ddcf1dd2b05e3f7763b446e33dd2cc4b",0.96361732
"0xf825967b272c03d5c72b27a2348c91e3ebd32f6a",0.97248754
"0x8a226ad3da295d929995893b006f701adc0fa20a",0.87571081
"0xcefcca169357a18eb8c3f230f92b58562e48cae5",0.0
"0x41f41208bbe05f11f83c8e1691e1996bb119455d",1.2
"0x607bd5bbc7c6a2111273b28d4309e5c04b024f00",0.0
"0x883d8a02ddbeff19ee2eeed40820a110872f1755",0.0
"0xc18ee6bf19aeccbc5985f68a4f10f4cb2d2bcb51",0.0
"0xbd2b92bf7b37e1e3e44b263b0901445485ee1578",30.024821101
"0xd7e55300ff319d83022ef249277b5bb0b589c4d2",1.19082358
"0x375c4937c169a563f10456948f8e8b8af1670f51",0.89029312
"0xf49fd38317e8d9244dd57b5b7891d0caa268ef64",0.0
"0x5a95cc9cb620e7b01743a97a7ff99483a7c8864f",1298.638666853
"0xac51f67f9b6676a65166de63917c0539d6a9a8c2",0.95195966
"0x22f35a1c13b291b72a771bb061078b80dcf3a6e6",0.000000001
"0xee6f5961af0b5c061b18d2a442ae9276a3f68428",0.0
"0xac716e87b0853c0712674e8e3a8435a489f276b4",0.0
"0x6dc66fc78982d0bd989941c4520bc8f4143a5edd",0.0
"0x7e517b9ce5a77171129f3b535a5539619e8b418d",0.91058068
"0x9dce9beb4771db99aa2f1a7c9a44fc4d39b0d550",0.96439751
"0x22f9dcf4647084d6c31b2765f6910cd85c178c18",0.0
"0xd3816d39ca9092fbd157cf24351958753520b7a6",1.10966702
"0xe6a513d0d6493cdb5142fae52b32be492e04300e",30.0
"0x17f5d60a362c4d652a87c7f0f94c35251b982580",5813.505739533
"0x9a2a399c33d07f69724119fa23f9fb84152cac6a",0.000000001
"0x3e4199954b746a7041a53ac747b570aa7d5b84b6",1.7773097
"0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45",0.0
"0x0140c762c812c087e5b63d1f36022cf349628d45",1.04226699
"0xd88a4373d628c8ef028533431fd2dbfd7a821e1c",0.86379028
"0xc4f95f674b393a49410ace864833abe836848526",225.939654277
"0xea9ef41eb1a6c213918c17b85292d4e126c915d2",0.0
"0x0000e0ca771e21bd00057f54a68c30d400000000",0.0
"0x737af5472e062c9de41b3c4838676b7ca63879b6",0.89790811
"0xdb6481532724bccb678b602e7d4f558a165bd959",0.0
"0x0ab24cab9988ff6e8479a7cb9c3c6b2a71d00e11",0.89043404
"0x3ca243cde2c3887ea93c435773acbd64a934ea6c",0.000000001
"0xf42243c977f25037f8ca47221f434947d7ffdcac",0.87352564
"0x1c06325c74286928f2c58fc2ffb3ea32e04417a0",0.8888365
"0x48060e4c9af9955fab4c814aa6979710eba65513",1573.683863052
"0x7edbeb5ac627f2779dce01c87db8c9ea2d91aceb",0.86475736
"0xd59c96c3abb61554af2be3c70d6f40877a7fc2e5",0.0
"0x0b3f6d4a5d6835137ccb2c1248f5a7d882c0dbda",0.0
"0x9008d19f58aabd9ed0d60971565aa8510560ab41",36.967956024
"0xa7b64c7274231e50701f5b688a7e6902b2520088",0.0
"0x98d70011c2a13dd6ebb9829db22be39766ddb141",0.0
"0xc237960530b4d4ee9bfe3721df1b0f51140d00ea",2.258408397
"0x69a592d2129415a4a1d1b1e309c17051b7f28d57",0.0
"0x3f05903e133458175c97aff18d47dc3e956f6ba9",0.99848537
"0x480d70a75b2ba17532d2be094b13a7bd2886289e",0.96965555
"0x020dfcbce906b28b2d5e487bd777b96625b768c8",0.000013204
"0x3b993f9d3f1470cdb08400b03efb7179fbf4957b",15.26515087
"0x74f5fba5c029855d4d3f23249fc43f00bcc1a3a7",0.0
"0xc5cd8b9249f48abd5386bb86f812bbac0b9e95e8",0.017961173
"0xe55f09a59f79c046504fde30b77b45a39ae8bada",0.98886195
"0xf8d5df20ed7b80624b02f21661dd0fd57bf27f0d",5.95350635
"0xfa52387d626109c1b2c103ec85f8f8124a8d31b6",0.0
"0x860e9fbf0799c610a0d4ba06f88c35a94aaf0d19",0.0
"0xe7ffc22a62b998bb9e9f0d375824cd298776d44c",10.297847676
"0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0",0.0
"0x26148e152e525a4932e4111d27634946bfb350f6",0.93145486
"0xc91bedcabd7fe26c53067101f39f7d800652f37d",800.199999711
"0xb15a3de149366e2400512ff7aaab3c0bb4f8cf04",64.337952
"0x2250f6383c55f6bdde9da798097b234270d34074",0.000000001
"0x38e5b339ba3e65b8ca44feaa1253f5374c95dbf9",1.76126632
"0x29a21fb85d83fa8d0e84fd85e6cf9f0eb2388cf0",0.0
"0xaaaa18c34e14fc68907bbfe7234c9528d3be2591",0.0
"0x11ef8413812ac0a5de85e5f86a8d20b6f2d78cfb",2.34993745
"0xab1acb40b197452867ff8e1ec33a294e9629101f",1.0
"0xd876710fe1882969c3973307d36574c28de11401",0.0
"0x7e9a36415eed486dd44997aafca8ce55111e3c62",6.327034767
"0xeb09586892c4d2127597aeb5c5b38b96586672a2",1.21173852
"0x8aed6a72c227bf812727eddb719730f38fc01519",0.0
"0x1bebf0e2c487bf6db1703145f0bba42f528d48cd",0.1003474
"0x7c8b3d6d877ad14ea57e868081b6e11275fff717",1.32869127
"0x8bb08042c06fa0fc26cd2474c5f0c03a1056ad2f",15644.988127208
"0xb58a61d6aa40efda35627f6ce3489c505fbf41d4",3.457650324
"0xa0f77c56b545818b64646e2de834b044573ce078",1.23725351
"0xb3bd1f983e94df1b700ccac6d0c360797d2aa111",0.86670118
"0xc14004878f96086c31ce0f4bbf09f9f265a834e2",0.89110704
"0x9c8b9b6c47d45c74d016c1cf00f625caade7bd71",1.2
"0xfce2ddbbe54363b321eb10486e7c19ebb173a63a",20.842848147
"0x1afa018d9be65b0eac856340d919c4526c168ff8",0.0
"0x5c9e52488a152980cbb5852be862a96cbec16130",1.77421607
"0x335fa2be39d32b1bef0423baef06c42044ffa7f3",4.37853087
"0xf6f78cb715468d23b0b5f1e925df79e0a709fb08",0.0
"0xe0ae9458499f5f44f561b5da6d0cd3355f9ce2bf",1.58096735
"0x4de6b1fae4657dc79ddfdeebdd30c37b320873e5",0.0
"0x6b9b91dab6a4e15e6c745e499d614bdc621eb6b6",1.5088332
"0x51754b81eb652cabaf57a7ddf6bcbfb0f6a54939",1.28203626
"0x8bb647e93587b27422920166d08c640161b6684d",0.0
"0x85305c20aeeb74e88b48a914b17858cb6cc81159",1.06326951
"0xa5cc06500fb656329b15fde79a7ed339569c8ebd",0.92000382
"0xc538c9b34523f14f8f422046857f6f8e5f28eb0f",0.0
"0x84892077affe5f7a8505ddcfd2cdb242e2a6040a",0.0
"0x8cc4632b4a37e38a957e4b8710f3f4098e5b7561",0.150000001
"0xc8c3ff8cffeb23eb2b2d7bb5d6e09ab8cda80747",0.96313995
"0x8d31ec6e6ada48396cef5c98e1ca3601b82ae9ae",109.330644943
"0xe545a26dd6acbc146b80981bfc969d5d47959c0b",0.0
"0xcf45b0a7fe83db3c04639c71c0417b131a4d5789",0.98815784
"0x3eadde4a48d0aebda37eed7076e736edac9a8b40",0.0
"0xe6b75cda45d8f63bfa427e247ff8d2632f0dd7a7",0.97751195
"0x584a659a859c00c9270c3386288879a5e8bdff82",0.87998176
"0xa804794bc4b48f447d1fd603a849291d9ed8dc61",0.89105564
"0x2ea32f87107e50a168ea0834bc92501226e1279f",0.0
"0xf73387edf00bbcd42db1ecaa0c3465886955b637",0.0
"0x0d0aca99686fced8e6fb39134aaed96f09b5283c",0.000005594
"0x2e1bc84c41dcfb1c8796df320af1e0e716dbe506",0.0
"0x95180b9326c1adfca8a18c1b45d298b600d73525",4.71353651
"0xadaafabfebc185744f15e2d330a4ca2110ea019b",0.98404071
"0x340b08c69d5e1632a095fda51c19fda983582d75",0.0
"0x3f4c1aaad12df27dcda08b54c74512d5145cad69",0.0
"0xa77c88abcaa770c54a6cfbfd0c586a475537bbc1",0.0
"0x1622f9061cac6a04c447e9c0f3edadebf843bfde",0.93980696
"0xbcc89d7295a485e5f76196a8f4b8fcd2aa2ec968",0.93039713
"0x42b871e020a1ccdef1d1a835bd43de05d8c463e1",0.0
"0xe66b31678d6c16e9ebf358268a790b763c133750",0.0
"0x00000000008c4fb1c916e0c88fd4cc402d935e7d",0.000000002
"0x76b5a83c8c8097e7723eda897537b6345789b229",0.000000001
"0x1111111254eeb25477b68fb85ed929f73a960582",0.000000001
"0x6113afbe9853a868ae2957a8837e95576ebcda28",20.428822526
"0x0d88bedecc0a53e2d380fc77569d57c4b7b57d69",1.58093865
"0xc14242a137c06ff0b47b25f583795c70709c6bb5",0.97839126
"0x160498e8024da781d472917f705ee4efe1ef664e",0.0
"0x5857cf24c6c424f7a284883d9267d4a615eacafe",1.37747252
"0x38378c537aac75821f20a953f349c09fde8ca33e",0.0
"0xfbd6565e0e5470f09e86083b12e74f5b9b292d0e",1.83491642
"0x74de5d4fcbf63e00296fd95d33236b9794016631",0.0
"0xb69b6a6fb2e5971f8ae3b883fad33f19c6d37c95",0.000000001
"0x4c5fcb167442a8f9c6e358d9de6cd94f48c4d424",150.0
"0x27bdef2cbaa11b358636aeb18840c37154f9eefc",0.8723418
"0x1f3c0a1b4e4370acc2a4fcc9acf4188e1f1e4314",0.92205848
"0xdb8c3b406816107eda07a087bdeb628b3aa217c6",0.92513601
"0x058724adad45a1874840e07070544043aae4c657",50.41211427
"0xf00a51dad55210c67a2587e3fbb30907623a7e12",1.37459876
"0x76229b534ee6eac53b3a46a6fdbcadf7948921e1",17.127159447
"0xcf71559c848c7bbbc91d1bd39b9d5577416176ab",0.89639495
"0x33359285f30e7b3386de70ca500f4fe27853765b",129.086154219
"0x0fa262f7369aa8b2fb19be04dddc4bdd5def00ba",1.04842173
"0x5f7896f8b4b466be6190b24bb783b23a188b0b01",0.89454287
"0xacf2224424b2614178e92c10e8496194cc898965",0.91062871
"0x1ac217d61c002caa32e1d46dadbbf3dc8f07e792",0.0
"0x714739b277a146ffe48c8d904fae0deba613b87f",0.87935941
"0xa4b1fbf5d7c7ddfbad014cc05a46995f21d8b9d1",0.0
"0xf80a88025b20ccada8b4209aebb21bf44dd3d59e",0.0
"0xbd37f703ddb893a709c73bade299a7aa47837139",0.98536597
"0xba3dde875e9be52ad36b2d5ebef6eec070d0d6d4",0.0
"0x61a9acaa8c824fe8990da36633378c062c40a4a5",1.10421967
"0xc46bb8eeb331c99c18eea4e847a6b7d177bdadcc",1.0
"0xff6db68f54a4299a98c297bc07a7f3fa3cd07eaa",0.87353596
"0xe754ed5c7cfcfa902eb023918696c51f01051488",0.86247321
"0x291c1d836ea8492e001f3834757d639a63461414",0.0
"0x58ad6892f91f96f2cebe0bf2b9559c78e8db6943",0.86984266
"0xe8c060f8052e07423f71d445277c61ac5138a2e5",0.000000001
"0xd4d821343bfc2bef120ac8b74719761501463d31",0.0
"0xaedc687fa5376d2fe9d4b81ebfc8c2ba30ba54ae",14.576854608
"0x417ac092595ccadabbb11086c020d16f14284fb8",0.9971411
"0x526636a674aa01665ddfee1f69615bee4ddf8b17",0.9262071
"0xcfce6ebab7746676fcc84e7b33f740a6666ec2ab",1.923273118
"0x664f743a378a430b4416b51922178fc68e5b699d",72692.511158699
"0xb9e63abc0479d229a9a80a8640129fd0b08c209f",0.0
"0x83f04330d89eddbbe65042bc535c6b46848f3645",0.87771856
"0xda47c7d953dbdc0caf0b33ab7acea8f1b4a462cd",1.76917569
"0xf2d8881d41c6ee93b25cd8e699857971f7260330",10.5
"0x3b8791e85add8b26cd65e2d63833014db8805c1d",11.4370318
"0xe73a07ca4d384ce4b70e8eb877b122f7bf50b6e5",12.564263742
"0x3e78471846e2cc1c46f2ef5d1a74a2281d23441f",1.3576005
"0x16224283be3f7c0245d9d259ea82ead7fcb8343d",0.0
"0x28fa48ce8de73d596f9d4326640ef2d89243bb9a",0.93418569
"0xa52dbd0315a9dfc75686ef1d8e164984e1e8d6fb",0.000000001
"0x2268db6a5680779c63ff42d74192e00db2647233",0.000000001
"0x9ada95ce2a188c51824ef76dd49850330af7545f",0.0
"0x638ae58664acca9774ea1460c4e2a3db57c16a65",0.89268838
"0x898adc9aa0c23dce3fed6456c34dbe2b57784325",0.000000016
"0xdd9f24efc84d93deef3c8745c837ab63e80abd27",0.066994033
"0xde6135b1cdc2e12a6a63da98f62da660bf649c39",0.89276142
"0x41c2cf6baff63219925ee7e6696ff1398a198d3a",1.5539486
"0xed4cf407b4a4913f0507ff6ec2fc5c38161cfab9",0.0
"0x87f11c23f46cca1d8f5522ae71c9b99d10cebd79",1.21738539
"0x91078cd207be13e36451fa773da217cad33bde61",1.76905779
"0x9d299433e4625132011db6b07676261fd6fb30f2",0.0
"0x2f5118b285b734e0c1a58a56b68a3b605fd4f6d5",0.000000001
"0xf3bb4a83d4e32c3cf0c97efeb553483e26e406b4",0.0
"0x707afbb84e1d138ca59e3989cd7b6ebd2454874a",1.09068494
"0xedb4416bd6449a24463855df2c8dd59a27c4dc66",10.0
"0x0599fead47f0ddc926e7958d1bff93fe8f64f891",0.93708377
"0xa2c1601c66133662bb3eed3ffeb24d4926fd453b",0.0
"0xae2eab361a90f59bab5a119dfdd0785f65501ddb",0.0
"0x995b541b832f54743f6a207ec548c7370e538c87",1136.228244621
"0x97ec0a17432d71a3234ef7173c6b48a2c0940896",0.0
"0x2a4735ac106bc3e9af357017cd2768a2005afe92",4.999999997
"0x38daea6f17e4308b0da9647db9ca6d84a3a7e195",6.748377456
"0x21aa197ef3a2a65575c4d83fe9f37d9490b08994",1.0
"0x40a2accbd92bca938b02010e17a5b8929b49130d",0.0
"0x565db65c01dd476ef655cffb97d3d3e5c79562e0",7.292452619
"0x436e366e6df94d439dcfd48ab9145e2b739ff7c1",0.88770299
"0xf708e1540697788fe5b02393398f80afc9b81783",0.0
"0xf89ebfa55385f1aef401d5dc5ee761569e45874e",0.0
"0x0915318a22db5f301c26a181f7e3c68285886993",0.0
"0xdb4d9a61b5931557d8d77def0d20a46a34088ba1",0.0
"0xbd77e929d728577008d6d74ce2fc861286e1b922",0.0
"0x7758949f90ffb571faf197af8caec6f951bf10ab",0.9697123
"0xb362bb6d3c87213868351be040c198652fe9c896",0.89205786
"0x47e081aacd7e2b97a1e72017def772f2cdd1f73c",0.0
"0xbff392cd252a3c337ef29cebd89ee5b3b6f9f594",0.000000001
"0xab4f3158a1809fd7639810338bef0b0077dac701",0.0
"0x9595eeaf82907ce461842e533427336d27484a0a",0.0
"0x24bdc742f7a2d3dd9fdcd5609cc063927673857d",0.0
"0xb1784e0277422c4a04a6bc5470cbc087d2415b6c",5.47520335
"0xa2398842f37465f89540430bdc00219fa9e4d28a",0.0
"0x650e633988f3117ed01085b66b0f6dea29e334e9",0.000000001
"0x9852209b4be2f0e1213e757f85aab091cfaa1b5c",0.0
"0xf7121675e1f41f2cac1bb314ec1c6fe652c1c9e3",0.9720177
"0x87fc1313880d579039ac48db8b25428ed5f33c4a",0.0
"0xade5b3026cb4fd9018d946214c7c1d4d82a5cbee",0.0
"0x986d1bdf77682e303b5fff868afe1c0685e60947",1.03764661
"0x5fd1a5b0b1fcee5a0f20924dd1ea4f1c76c51a10",10.000000001
"0x7c790fde2bbea473915cb4a7c6722e6dbd902cf7",49.999999981
"0x977149ca5614afee85726ad5bbd66b358c240e0c",627.000031902
"0xd16a6973ab901eefc087583cd653b61f8f877e21",1.25907109
"0xa1bc5cd5564da26dc24f1c5b7b53c483f429784f",91.230990336
"0xc84d724a8ecbc4e1f8a500831101c3ef553e3b48",348.27601252
"0x7a4c6e32c31a56bdd78de86970180d8a0d613f57",0.0
"0x5df4ba37b90a463498cdddfb72e3c7c3bb7da347",84.249907163
"0x0b5052e01a28b205ceab7db3e5a8c32697bc01b5",0.0
"0x5631de32f05c9675d367e4df50e59e466b9d1518",0.000289366
"0xe107bfeafe65aeb3b9cd531468e36867fe090bce",0.87826941
"0x5f1397d3fef2deb9b07407cbf4271bf26f681c67",0.93746757
"0xf08f59b44c8bff72ea4cae15be3377791aadc342",0.886208068
"0x87623a3cb948a1e1de1f13fe660eb2c96a52a6bc",0.0
